support,itemsets
0.16046666666666667,frozenset({'Apple'})
0.16303333333333334,frozenset({'Banana'})
0.16496666666666668,frozenset({'Beans'})
0.16233333333333333,frozenset({'Bread'})
0.16203333333333333,frozenset({'Butter'})
0.23273333333333332,frozenset({'Cereal'})
0.16526666666666667,frozenset({'Cheese'})
0.16603333333333334,frozenset({'Chicken'})
0.1637,frozenset({'Chickpeas'})
0.1617,frozenset({'Chips'})
0.1608,frozenset({'Chocolate'})
0.16336666666666666,frozenset({'Cola'})
0.16393333333333332,frozenset({'Cookie'})
0.16236666666666666,frozenset({'Cracker'})
0.15993333333333334,frozenset({'Cucumber'})
0.15736666666666665,frozenset({'Detergent'})
0.16256666666666666,frozenset({'Dish Sponge'})
0.1626,frozenset({'Dumpling'})
0.1621,frozenset({'Egg'})
0.1636,frozenset({'Fish'})
0.16263333333333332,frozenset({'Flatbread with Meat'})
0.1612,frozenset({'Honey'})
0.16793333333333332,frozenset({'Ice Cream'})
0.1653,frozenset({'Juice'})
0.1617,frozenset({'Lentil'})
0.16266666666666665,frozenset({'Milk'})
0.1631,frozenset({'Minced Meat'})
0.1624,frozenset({'Onion'})
0.16483333333333333,frozenset({'Orange'})
0.15943333333333334,frozenset({'Pizza'})
0.16206666666666666,frozenset({'Potato'})
0.16266666666666665,frozenset({'Rice'})
0.1644,frozenset({'Sausage'})
0.16176666666666667,frozenset({'Shampoo'})
0.16506666666666667,frozenset({'Soap'})
0.1658,frozenset({'Soda'})
0.16346666666666668,frozenset({'Strawberry'})
0.16256666666666666,frozenset({'Tomato'})
0.15996666666666667,frozenset({'Water'})
0.16376666666666667,frozenset({'Yogurt'})
0.0261,"frozenset({'Apple', 'Banana'})"
0.0259,"frozenset({'Apple', 'Beans'})"
0.024833333333333332,"frozenset({'Apple', 'Bread'})"
0.025533333333333335,"frozenset({'Apple', 'Butter'})"
0.0355,"frozenset({'Apple', 'Cereal'})"
0.027166666666666665,"frozenset({'Apple', 'Cheese'})"
0.027066666666666666,"frozenset({'Apple', 'Chicken'})"
0.0282,"frozenset({'Apple', 'Chickpeas'})"
0.0241,"frozenset({'Apple', 'Chips'})"
0.026166666666666668,"frozenset({'Apple', 'Chocolate'})"
0.025666666666666667,"frozenset({'Apple', 'Cola'})"
0.025933333333333333,"frozenset({'Apple', 'Cookie'})"
0.027333333333333334,"frozenset({'Apple', 'Cracker'})"
0.0255,"frozenset({'Apple', 'Cucumber'})"
0.026166666666666668,"frozenset({'Apple', 'Detergent'})"
0.0259,"frozenset({'Apple', 'Dish Sponge'})"
0.026266666666666667,"frozenset({'Apple', 'Dumpling'})"
0.0253,"frozenset({'Apple', 'Egg'})"
0.0269,"frozenset({'Apple', 'Fish'})"
0.0266,"frozenset({'Apple', 'Flatbread with Meat'})"
0.026333333333333334,"frozenset({'Apple', 'Honey'})"
0.027066666666666666,"frozenset({'Apple', 'Ice Cream'})"
0.026266666666666667,"frozenset({'Apple', 'Juice'})"
0.0255,"frozenset({'Apple', 'Lentil'})"
0.025533333333333335,"frozenset({'Apple', 'Milk'})"
0.025966666666666666,"frozenset({'Apple', 'Minced Meat'})"
0.0249,"frozenset({'Apple', 'Onion'})"
0.026566666666666666,"frozenset({'Apple', 'Orange'})"
0.025533333333333335,"frozenset({'Apple', 'Pizza'})"
0.0259,"frozenset({'Apple', 'Potato'})"
0.026033333333333332,"frozenset({'Apple', 'Rice'})"
0.027533333333333333,"frozenset({'Apple', 'Sausage'})"
0.0261,"frozenset({'Apple', 'Shampoo'})"
0.026766666666666668,"frozenset({'Apple', 'Soap'})"
0.0268,"frozenset({'Apple', 'Soda'})"
0.0248,"frozenset({'Apple', 'Strawberry'})"
0.025466666666666665,"frozenset({'Apple', 'Tomato'})"
0.024566666666666667,"frozenset({'Apple', 'Water'})"
0.026233333333333334,"frozenset({'Apple', 'Yogurt'})"
0.028366666666666665,"frozenset({'Banana', 'Beans'})"
0.026,"frozenset({'Banana', 'Bread'})"
0.02666666666666667,"frozenset({'Banana', 'Butter'})"
0.037366666666666666,"frozenset({'Cereal', 'Banana'})"
0.026066666666666665,"frozenset({'Cheese', 'Banana'})"
0.026966666666666667,"frozenset({'Chicken', 'Banana'})"
0.026733333333333335,"frozenset({'Banana', 'Chickpeas'})"
0.026566666666666666,"frozenset({'Chips', 'Banana'})"
0.025833333333333333,"frozenset({'Chocolate', 'Banana'})"
0.0269,"frozenset({'Banana', 'Cola'})"
0.027633333333333333,"frozenset({'Cookie', 'Banana'})"
0.02666666666666667,"frozenset({'Banana', 'Cracker'})"
0.025333333333333333,"frozenset({'Banana', 'Cucumber'})"
0.027166666666666665,"frozenset({'Banana', 'Detergent'})"
0.0264,"frozenset({'Banana', 'Dish Sponge'})"
0.027933333333333334,"frozenset({'Banana', 'Dumpling'})"
0.027033333333333333,"frozenset({'Banana', 'Egg'})"
0.0264,"frozenset({'Fish', 'Banana'})"
0.027333333333333334,"frozenset({'Flatbread with Meat', 'Banana'})"
0.027533333333333333,"frozenset({'Honey', 'Banana'})"
0.026366666666666667,"frozenset({'Ice Cream', 'Banana'})"
0.0265,"frozenset({'Banana', 'Juice'})"
0.025866666666666666,"frozenset({'Lentil', 'Banana'})"
0.026866666666666667,"frozenset({'Banana', 'Milk'})"
0.0271,"frozenset({'Banana', 'Minced Meat'})"
0.0258,"frozenset({'Banana', 'Onion'})"
0.0267,"frozenset({'Orange', 'Banana'})"
0.026866666666666667,"frozenset({'Pizza', 'Banana'})"
0.025833333333333333,"frozenset({'Banana', 'Potato'})"
0.025833333333333333,"frozenset({'Rice', 'Banana'})"
0.026933333333333333,"frozenset({'Banana', 'Sausage'})"
0.0258,"frozenset({'Banana', 'Shampoo'})"
0.025933333333333333,"frozenset({'Banana', 'Soap'})"
0.026933333333333333,"frozenset({'Soda', 'Banana'})"
0.026566666666666666,"frozenset({'Banana', 'Strawberry'})"
0.024633333333333333,"frozenset({'Tomato', 'Banana'})"
0.025266666666666666,"frozenset({'Water', 'Banana'})"
0.026233333333333334,"frozenset({'Banana', 'Yogurt'})"
0.0259,"frozenset({'Beans', 'Bread'})"
0.027333333333333334,"frozenset({'Beans', 'Butter'})"
0.03866666666666667,"frozenset({'Cereal', 'Beans'})"
0.026833333333333334,"frozenset({'Cheese', 'Beans'})"
0.025733333333333334,"frozenset({'Chicken', 'Beans'})"
0.026333333333333334,"frozenset({'Beans', 'Chickpeas'})"
0.025766666666666667,"frozenset({'Chips', 'Beans'})"
0.025966666666666666,"frozenset({'Chocolate', 'Beans'})"
0.026066666666666665,"frozenset({'Beans', 'Cola'})"
0.027333333333333334,"frozenset({'Cookie', 'Beans'})"
0.0258,"frozenset({'Beans', 'Cracker'})"
0.026933333333333333,"frozenset({'Beans', 'Cucumber'})"
0.025833333333333333,"frozenset({'Beans', 'Detergent'})"
0.0261,"frozenset({'Beans', 'Dish Sponge'})"
0.027833333333333335,"frozenset({'Beans', 'Dumpling'})"
0.027,"frozenset({'Beans', 'Egg'})"
0.027466666666666667,"frozenset({'Fish', 'Beans'})"
0.0277,"frozenset({'Flatbread with Meat', 'Beans'})"
0.026866666666666667,"frozenset({'Honey', 'Beans'})"
0.0272,"frozenset({'Ice Cream', 'Beans'})"
0.025733333333333334,"frozenset({'Beans', 'Juice'})"
0.027833333333333335,"frozenset({'Lentil', 'Beans'})"
0.025666666666666667,"frozenset({'Milk', 'Beans'})"
0.027933333333333334,"frozenset({'Beans', 'Minced Meat'})"
0.02723333333333333,"frozenset({'Beans', 'Onion'})"
0.027366666666666668,"frozenset({'Orange', 'Beans'})"
0.026266666666666667,"frozenset({'Pizza', 'Beans'})"
0.0263,"frozenset({'Beans', 'Potato'})"
0.026966666666666667,"frozenset({'Rice', 'Beans'})"
0.0275,"frozenset({'Beans', 'Sausage'})"
0.027933333333333334,"frozenset({'Beans', 'Shampoo'})"
0.026966666666666667,"frozenset({'Beans', 'Soap'})"
0.027733333333333332,"frozenset({'Soda', 'Beans'})"
0.026866666666666667,"frozenset({'Beans', 'Strawberry'})"
0.0249,"frozenset({'Tomato', 'Beans'})"
0.0264,"frozenset({'Water', 'Beans'})"
0.0258,"frozenset({'Beans', 'Yogurt'})"
0.0257,"frozenset({'Butter', 'Bread'})"
0.03816666666666667,"frozenset({'Cereal', 'Bread'})"
0.0268,"frozenset({'Cheese', 'Bread'})"
0.0275,"frozenset({'Chicken', 'Bread'})"
0.027133333333333332,"frozenset({'Bread', 'Chickpeas'})"
0.0255,"frozenset({'Chips', 'Bread'})"
0.0262,"frozenset({'Chocolate', 'Bread'})"
0.026733333333333335,"frozenset({'Bread', 'Cola'})"
0.028066666666666667,"frozenset({'Cookie', 'Bread'})"
0.025966666666666666,"frozenset({'Cracker', 'Bread'})"
0.026966666666666667,"frozenset({'Cucumber', 'Bread'})"
0.024066666666666667,"frozenset({'Bread', 'Detergent'})"
0.0262,"frozenset({'Dish Sponge', 'Bread'})"
0.026833333333333334,"frozenset({'Dumpling', 'Bread'})"
0.026166666666666668,"frozenset({'Egg', 'Bread'})"
0.026266666666666667,"frozenset({'Fish', 'Bread'})"
0.025666666666666667,"frozenset({'Flatbread with Meat', 'Bread'})"
0.02723333333333333,"frozenset({'Honey', 'Bread'})"
0.027166666666666665,"frozenset({'Ice Cream', 'Bread'})"
0.026066666666666665,"frozenset({'Juice', 'Bread'})"
0.025533333333333335,"frozenset({'Lentil', 'Bread'})"
0.02666666666666667,"frozenset({'Milk', 'Bread'})"
0.025966666666666666,"frozenset({'Bread', 'Minced Meat'})"
0.0267,"frozenset({'Bread', 'Onion'})"
0.025966666666666666,"frozenset({'Orange', 'Bread'})"
0.026033333333333332,"frozenset({'Pizza', 'Bread'})"
0.025833333333333333,"frozenset({'Potato', 'Bread'})"
0.026866666666666667,"frozenset({'Rice', 'Bread'})"
0.026566666666666666,"frozenset({'Bread', 'Sausage'})"
0.0262,"frozenset({'Bread', 'Shampoo'})"
0.025466666666666665,"frozenset({'Bread', 'Soap'})"
0.025566666666666668,"frozenset({'Soda', 'Bread'})"
0.026633333333333332,"frozenset({'Strawberry', 'Bread'})"
0.025166666666666667,"frozenset({'Tomato', 'Bread'})"
0.025666666666666667,"frozenset({'Water', 'Bread'})"
0.025733333333333334,"frozenset({'Yogurt', 'Bread'})"
0.038733333333333335,"frozenset({'Cereal', 'Butter'})"
0.0262,"frozenset({'Cheese', 'Butter'})"
0.026366666666666667,"frozenset({'Chicken', 'Butter'})"
0.026866666666666667,"frozenset({'Butter', 'Chickpeas'})"
0.026066666666666665,"frozenset({'Chips', 'Butter'})"
0.0251,"frozenset({'Chocolate', 'Butter'})"
0.025933333333333333,"frozenset({'Butter', 'Cola'})"
0.0266,"frozenset({'Cookie', 'Butter'})"
0.025733333333333334,"frozenset({'Butter', 'Cracker'})"
0.025366666666666666,"frozenset({'Butter', 'Cucumber'})"
0.025733333333333334,"frozenset({'Butter', 'Detergent'})"
0.0261,"frozenset({'Butter', 'Dish Sponge'})"
0.0256,"frozenset({'Butter', 'Dumpling'})"
0.026133333333333335,"frozenset({'Butter', 'Egg'})"
0.027166666666666665,"frozenset({'Fish', 'Butter'})"
0.027433333333333334,"frozenset({'Flatbread with Meat', 'Butter'})"
0.0263,"frozenset({'Honey', 'Butter'})"
0.026833333333333334,"frozenset({'Ice Cream', 'Butter'})"
0.027866666666666668,"frozenset({'Butter', 'Juice'})"
0.0255,"frozenset({'Lentil', 'Butter'})"
0.027,"frozenset({'Milk', 'Butter'})"
0.026766666666666668,"frozenset({'Butter', 'Minced Meat'})"
0.026466666666666666,"frozenset({'Butter', 'Onion'})"
0.0265,"frozenset({'Orange', 'Butter'})"
0.0254,"frozenset({'Pizza', 'Butter'})"
0.024566666666666667,"frozenset({'Butter', 'Potato'})"
0.024833333333333332,"frozenset({'Rice', 'Butter'})"
0.026,"frozenset({'Butter', 'Sausage'})"
0.026,"frozenset({'Butter', 'Shampoo'})"
0.0264,"frozenset({'Butter', 'Soap'})"
0.025233333333333333,"frozenset({'Soda', 'Butter'})"
0.0246,"frozenset({'Butter', 'Strawberry'})"
0.0265,"frozenset({'Tomato', 'Butter'})"
0.025133333333333334,"frozenset({'Water', 'Butter'})"
0.026866666666666667,"frozenset({'Butter', 'Yogurt'})"
0.039733333333333336,"frozenset({'Cereal', 'Cheese'})"
0.037866666666666667,"frozenset({'Cereal', 'Chicken'})"
0.0373,"frozenset({'Cereal', 'Chickpeas'})"
0.038233333333333334,"frozenset({'Chips', 'Cereal'})"
0.038933333333333334,"frozenset({'Cereal', 'Chocolate'})"
0.037566666666666665,"frozenset({'Cereal', 'Cola'})"
0.038233333333333334,"frozenset({'Cereal', 'Cookie'})"
0.037866666666666667,"frozenset({'Cereal', 'Cracker'})"
0.0386,"frozenset({'Cereal', 'Cucumber'})"
0.03556666666666667,"frozenset({'Cereal', 'Detergent'})"
0.0364,"frozenset({'Cereal', 'Dish Sponge'})"
0.0377,"frozenset({'Cereal', 'Dumpling'})"
0.037066666666666664,"frozenset({'Cereal', 'Egg'})"
0.038533333333333336,"frozenset({'Cereal', 'Fish'})"
0.0368,"frozenset({'Flatbread with Meat', 'Cereal'})"
0.037366666666666666,"frozenset({'Cereal', 'Honey'})"
0.039233333333333335,"frozenset({'Cereal', 'Ice Cream'})"
0.0389,"frozenset({'Cereal', 'Juice'})"
0.03713333333333333,"frozenset({'Cereal', 'Lentil'})"
0.09506666666666666,"frozenset({'Cereal', 'Milk'})"
0.0356,"frozenset({'Cereal', 'Minced Meat'})"
0.03843333333333333,"frozenset({'Cereal', 'Onion'})"
0.03846666666666667,"frozenset({'Orange', 'Cereal'})"
0.03663333333333333,"frozenset({'Cereal', 'Pizza'})"
0.038,"frozenset({'Cereal', 'Potato'})"
0.037866666666666667,"frozenset({'Cereal', 'Rice'})"
0.0371,"frozenset({'Cereal', 'Sausage'})"
0.0374,"frozenset({'Cereal', 'Shampoo'})"
0.03763333333333333,"frozenset({'Cereal', 'Soap'})"
0.0394,"frozenset({'Soda', 'Cereal'})"
0.037366666666666666,"frozenset({'Cereal', 'Strawberry'})"
0.0383,"frozenset({'Cereal', 'Tomato'})"
0.0367,"frozenset({'Cereal', 'Water'})"
0.037866666666666667,"frozenset({'Cereal', 'Yogurt'})"
0.026866666666666667,"frozenset({'Cheese', 'Chicken'})"
0.0269,"frozenset({'Cheese', 'Chickpeas'})"
0.026,"frozenset({'Chips', 'Cheese'})"
0.0274,"frozenset({'Chocolate', 'Cheese'})"
0.0266,"frozenset({'Cheese', 'Cola'})"
0.0266,"frozenset({'Cheese', 'Cookie'})"
0.025733333333333334,"frozenset({'Cheese', 'Cracker'})"
0.027333333333333334,"frozenset({'Cheese', 'Cucumber'})"
0.0266,"frozenset({'Cheese', 'Detergent'})"
0.028,"frozenset({'Cheese', 'Dish Sponge'})"
0.027266666666666668,"frozenset({'Cheese', 'Dumpling'})"
0.0262,"frozenset({'Cheese', 'Egg'})"
0.026733333333333335,"frozenset({'Fish', 'Cheese'})"
0.026033333333333332,"frozenset({'Flatbread with Meat', 'Cheese'})"
0.028633333333333334,"frozenset({'Honey', 'Cheese'})"
0.029633333333333334,"frozenset({'Cheese', 'Ice Cream'})"
0.027466666666666667,"frozenset({'Cheese', 'Juice'})"
0.027666666666666666,"frozenset({'Cheese', 'Lentil'})"
0.027533333333333333,"frozenset({'Cheese', 'Milk'})"
0.027166666666666665,"frozenset({'Cheese', 'Minced Meat'})"
0.0261,"frozenset({'Cheese', 'Onion'})"
0.027566666666666666,"frozenset({'Orange', 'Cheese'})"
0.0255,"frozenset({'Cheese', 'Pizza'})"
0.025166666666666667,"frozenset({'Cheese', 'Potato'})"
0.026633333333333332,"frozenset({'Cheese', 'Rice'})"
0.027633333333333333,"frozenset({'Cheese', 'Sausage'})"
0.0275,"frozenset({'Cheese', 'Shampoo'})"
0.0266,"frozenset({'Cheese', 'Soap'})"
0.027366666666666668,"frozenset({'Soda', 'Cheese'})"
0.026866666666666667,"frozenset({'Cheese', 'Strawberry'})"
0.026266666666666667,"frozenset({'Tomato', 'Cheese'})"
0.026933333333333333,"frozenset({'Water', 'Cheese'})"
0.027266666666666668,"frozenset({'Cheese', 'Yogurt'})"
0.0273,"frozenset({'Chicken', 'Chickpeas'})"
0.026133333333333335,"frozenset({'Chips', 'Chicken'})"
0.026933333333333333,"frozenset({'Chocolate', 'Chicken'})"
0.028,"frozenset({'Chicken', 'Cola'})"
0.026633333333333332,"frozenset({'Cookie', 'Chicken'})"
0.0273,"frozenset({'Chicken', 'Cracker'})"
0.026233333333333334,"frozenset({'Chicken', 'Cucumber'})"
0.025466666666666665,"frozenset({'Chicken', 'Detergent'})"
0.0279,"frozenset({'Chicken', 'Dish Sponge'})"
0.025933333333333333,"frozenset({'Chicken', 'Dumpling'})"
0.028266666666666666,"frozenset({'Chicken', 'Egg'})"
0.028333333333333332,"frozenset({'Fish', 'Chicken'})"
0.0267,"frozenset({'Flatbread with Meat', 'Chicken'})"
0.027533333333333333,"frozenset({'Honey', 'Chicken'})"
0.0282,"frozenset({'Ice Cream', 'Chicken'})"
0.026733333333333335,"frozenset({'Chicken', 'Juice'})"
0.026833333333333334,"frozenset({'Lentil', 'Chicken'})"
0.0266,"frozenset({'Chicken', 'Milk'})"
0.027366666666666668,"frozenset({'Chicken', 'Minced Meat'})"
0.028233333333333333,"frozenset({'Chicken', 'Onion'})"
0.025833333333333333,"frozenset({'Orange', 'Chicken'})"
0.026166666666666668,"frozenset({'Pizza', 'Chicken'})"
0.025,"frozenset({'Chicken', 'Potato'})"
0.0267,"frozenset({'Chicken', 'Rice'})"
0.026866666666666667,"frozenset({'Chicken', 'Sausage'})"
0.0273,"frozenset({'Chicken', 'Shampoo'})"
0.0254,"frozenset({'Chicken', 'Soap'})"
0.027733333333333332,"frozenset({'Soda', 'Chicken'})"
0.026533333333333332,"frozenset({'Chicken', 'Strawberry'})"
0.027266666666666668,"frozenset({'Tomato', 'Chicken'})"
0.026233333333333334,"frozenset({'Water', 'Chicken'})"
0.0266,"frozenset({'Chicken', 'Yogurt'})"
0.0264,"frozenset({'Chips', 'Chickpeas'})"
0.026333333333333334,"frozenset({'Chocolate', 'Chickpeas'})"
0.027,"frozenset({'Cola', 'Chickpeas'})"
0.0261,"frozenset({'Cookie', 'Chickpeas'})"
0.0253,"frozenset({'Cracker', 'Chickpeas'})"
0.026466666666666666,"frozenset({'Cucumber', 'Chickpeas'})"
0.025766666666666667,"frozenset({'Chickpeas', 'Detergent'})"
0.027133333333333332,"frozenset({'Dish Sponge', 'Chickpeas'})"
0.02493333333333333,"frozenset({'Dumpling', 'Chickpeas'})"
0.02666666666666667,"frozenset({'Egg', 'Chickpeas'})"
0.0265,"frozenset({'Fish', 'Chickpeas'})"
0.026,"frozenset({'Flatbread with Meat', 'Chickpeas'})"
0.025433333333333332,"frozenset({'Honey', 'Chickpeas'})"
0.027766666666666665,"frozenset({'Ice Cream', 'Chickpeas'})"
0.027933333333333334,"frozenset({'Juice', 'Chickpeas'})"
0.026866666666666667,"frozenset({'Lentil', 'Chickpeas'})"
0.026533333333333332,"frozenset({'Milk', 'Chickpeas'})"
0.0273,"frozenset({'Chickpeas', 'Minced Meat'})"
0.0259,"frozenset({'Chickpeas', 'Onion'})"
0.026066666666666665,"frozenset({'Orange', 'Chickpeas'})"
0.0264,"frozenset({'Pizza', 'Chickpeas'})"
0.0257,"frozenset({'Potato', 'Chickpeas'})"
0.027433333333333334,"frozenset({'Rice', 'Chickpeas'})"
0.027433333333333334,"frozenset({'Chickpeas', 'Sausage'})"
0.027266666666666668,"frozenset({'Chickpeas', 'Shampoo'})"
0.027266666666666668,"frozenset({'Soap', 'Chickpeas'})"
0.0265,"frozenset({'Soda', 'Chickpeas'})"
0.0259,"frozenset({'Strawberry', 'Chickpeas'})"
0.0263,"frozenset({'Tomato', 'Chickpeas'})"
0.026166666666666668,"frozenset({'Water', 'Chickpeas'})"
0.0281,"frozenset({'Yogurt', 'Chickpeas'})"
0.0269,"frozenset({'Chips', 'Chocolate'})"
0.025233333333333333,"frozenset({'Chips', 'Cola'})"
0.026133333333333335,"frozenset({'Chips', 'Cookie'})"
0.027633333333333333,"frozenset({'Chips', 'Cracker'})"
0.025966666666666666,"frozenset({'Chips', 'Cucumber'})"
0.025233333333333333,"frozenset({'Chips', 'Detergent'})"
0.0264,"frozenset({'Chips', 'Dish Sponge'})"
0.026833333333333334,"frozenset({'Chips', 'Dumpling'})"
0.0257,"frozenset({'Chips', 'Egg'})"
0.0256,"frozenset({'Chips', 'Fish'})"
0.026133333333333335,"frozenset({'Chips', 'Flatbread with Meat'})"
0.026366666666666667,"frozenset({'Chips', 'Honey'})"
0.02666666666666667,"frozenset({'Chips', 'Ice Cream'})"
0.027,"frozenset({'Chips', 'Juice'})"
0.026033333333333332,"frozenset({'Chips', 'Lentil'})"
0.025766666666666667,"frozenset({'Chips', 'Milk'})"
0.026233333333333334,"frozenset({'Chips', 'Minced Meat'})"
0.02666666666666667,"frozenset({'Chips', 'Onion'})"
0.0261,"frozenset({'Chips', 'Orange'})"
0.0262,"frozenset({'Chips', 'Pizza'})"
0.0252,"frozenset({'Chips', 'Potato'})"
0.027266666666666668,"frozenset({'Chips', 'Rice'})"
0.02666666666666667,"frozenset({'Chips', 'Sausage'})"
0.0265,"frozenset({'Chips', 'Shampoo'})"
0.0256,"frozenset({'Chips', 'Soap'})"
0.027133333333333332,"frozenset({'Chips', 'Soda'})"
0.0259,"frozenset({'Chips', 'Strawberry'})"
0.026466666666666666,"frozenset({'Chips', 'Tomato'})"
0.0253,"frozenset({'Chips', 'Water'})"
0.025166666666666667,"frozenset({'Chips', 'Yogurt'})"
0.025966666666666666,"frozenset({'Chocolate', 'Cola'})"
0.02666666666666667,"frozenset({'Chocolate', 'Cookie'})"
0.0254,"frozenset({'Chocolate', 'Cracker'})"
0.0258,"frozenset({'Chocolate', 'Cucumber'})"
0.024666666666666667,"frozenset({'Chocolate', 'Detergent'})"
0.026333333333333334,"frozenset({'Chocolate', 'Dish Sponge'})"
0.0267,"frozenset({'Chocolate', 'Dumpling'})"
0.0248,"frozenset({'Chocolate', 'Egg'})"
0.0261,"frozenset({'Fish', 'Chocolate'})"
0.026433333333333333,"frozenset({'Flatbread with Meat', 'Chocolate'})"
0.0255,"frozenset({'Chocolate', 'Honey'})"
0.0253,"frozenset({'Chocolate', 'Ice Cream'})"
0.0266,"frozenset({'Chocolate', 'Juice'})"
0.024966666666666668,"frozenset({'Chocolate', 'Lentil'})"
0.0263,"frozenset({'Chocolate', 'Milk'})"
0.02666666666666667,"frozenset({'Chocolate', 'Minced Meat'})"
0.024366666666666665,"frozenset({'Chocolate', 'Onion'})"
0.026566666666666666,"frozenset({'Orange', 'Chocolate'})"
0.025633333333333334,"frozenset({'Chocolate', 'Pizza'})"
0.026133333333333335,"frozenset({'Chocolate', 'Potato'})"
0.0269,"frozenset({'Chocolate', 'Rice'})"
0.0278,"frozenset({'Chocolate', 'Sausage'})"
0.027,"frozenset({'Chocolate', 'Shampoo'})"
0.025566666666666668,"frozenset({'Chocolate', 'Soap'})"
0.028066666666666667,"frozenset({'Soda', 'Chocolate'})"
0.0271,"frozenset({'Chocolate', 'Strawberry'})"
0.025266666666666666,"frozenset({'Chocolate', 'Tomato'})"
0.023766666666666665,"frozenset({'Water', 'Chocolate'})"
0.024766666666666666,"frozenset({'Chocolate', 'Yogurt'})"
0.0279,"frozenset({'Cookie', 'Cola'})"
0.0275,"frozenset({'Cracker', 'Cola'})"
0.025733333333333334,"frozenset({'Cucumber', 'Cola'})"
0.0263,"frozenset({'Cola', 'Detergent'})"
